"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","g","so","s","ro","tc","gso","sso","gro","sro","tcg","so_selflabel","ro_selflabel","gso_selflabel","sso_selflabel","gro_selflabel","sro_selflabel","multisexual","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
22,0,"0","","0",1,"",2,6,2,6,0,NA,"",NA,"",0,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,8,4,7,2,1,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,5,8,6,3,5,5,4,3,12,3,1,7,7,7,7,3,2,2,1,1,1,1,7,7,7,6,6,8,6,6,7,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,5,5,5,7,6,5,5,5,1,1,7,6,6,6,7,7,6,7,7,5,1,"p186",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,4.66666666666667,7,6.5,7,6,6.5,NA,NA,NA,NA,NA,6,5,6,5.5,5,6.5,6,7,6.5,6,0,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",NA,NA,NA,NA,NA,NA,6,6,5,5,5.5,1,7,7,6.5,6.5,6,1,6.5,7,6,6,6.5,1,0.163102737828435,-1.12809271807061,0.693720134534986
29,1,"0","","0",1,"",3,3,4,3,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",5,"",NA,NA,NA,NA,NA,1,NA,NA,"",3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,7,3,2,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,1,2,3,3,3,0,0,0,0,1,1,1,7,4,8,9,6,6,8,2,0,6,5,5,4,4,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,4,7,6,7,7,7,3,1,7,7,6,7,6,7,6,7,7,6,3,"p1161",0,1,NA,0,NA,0,0,0.333333333333333,0.0990990990990991,4.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5.5,6.5,7,7,6.5,6.5,6.5,6.5,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","omni","biwoman","bifemale","omniwoman","omnifemale","multi",NA,NA,NA,NA,NA,NA,7,5.5,7,7,6.5,3,NA,NA,NA,NA,NA,NA,7,6.5,6.5,6.5,6.5,3,-0.448177472063423,0.201882960809714,-0.631279777710132
20,1,"0","","0",1,"",2,6,1,7,0,NA,"",NA,"",2,"",1,"",8,"",NA,1,NA,NA,NA,1,NA,NA,1,NA,"",4,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,5,6,4,1,1,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,0,0,0,0,1,8,7,9,6,7,7,7,4,10,2,1,4,4,5,6,6,6,6,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,7,6,8,9,5,5,7,6,1,1,6,7,5,8,8,9,6,6,8,6,1,1,8,7,8,8,10,10,8,7,9,9,1,"p564",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.22222222222222,NA,NA,NA,NA,NA,7.5,6.5,8.5,5,6.5,6.5,6.5,8.5,6,7,7.5,8,10,7.5,9,0,"woman","bi","female","gay","cis","biwoman","bifemale","lesbian","gayfemale","ciswoman","queer","homo","queerwoman","queerfemale","homowoman","homofemale","multi",7.5,8.5,6.5,6.5,5,1,6.5,8.5,6.5,7,6,1,NA,NA,NA,NA,NA,NA,7.5,10,8,9,7.5,1,-0.034598763389609,0.927012656286151,-0.737226355543502
22,0,"0","","0",1,"",3,6,4,4,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,6,2,1,1,3,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,0,0,0,0,4,3,3,7,9,8,7,6,5,10,3,1,2,2,5,5,6,6,5,4,5,4,1,5,6,7,7,7,8,7,6,6,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,8,8,5,5,5,5,1,1,5,5,5,7,7,7,7,6,5,5,5,"p689",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.77777777777778,5.5,7,7.5,6.5,5.5,NA,NA,NA,NA,NA,6,6,8,5,5,5,6,7,6.5,5,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",NA,NA,NA,NA,NA,NA,6,8,6,5,5,1,5.5,7.5,7,5.5,6.5,3,5,7,6,5,6.5,5,0.0996132819167846,1.28750753836872,-1.62595643490539
36,2,"0","","0",1,"",1,7,1,7,0,NA,"",NA,"",2,"",2,"",7,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",6,"",NA,NA,1,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,6,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,4,3,1,1,1,1,1,5,5,5,5,5,8,5,5,5,5,3,1,5,5,5,5,5,8,5,5,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p998",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2,5,5,6.5,5,5,5,5,6.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","pan","pan","panwoman","panfemale","panwoman","panfemale","multi",5,6.5,5,5,5,3,NA,NA,NA,NA,NA,NA,5,6.5,5,5,5,3,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.700623775619837,-1.05022498240308
27,4,"0","","0",1,"",4,6,3,4,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,7,7,7,5,1,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,0,2,2,8,9,6,7,7,6,4,5,2,0,7,7,7,7,7,7,7,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,8,8,8,7,7,7,7,2,1,7,6,8,8,8,8,7,7,5,5,2,1,5,5,8,7,8,8,7,7,5,5,2,"p610",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5.66666666666667,NA,NA,NA,NA,NA,7,8,8,7,7,6.5,8,8,7,5,5,7.5,8,7,5,3,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",7,8,8,7,7,2,6.5,8,8,5,7,2,NA,NA,NA,NA,NA,NA,5,8,7.5,5,7,2,-0.543411655930899,0.619617631297509,0.870021243954422
26,2,"0","","0",1,"",3,5,2,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,11,6,5,2,1,1,2,3,1,2,2,2,2,2,3,1,2,2,1,3,3,3,3,2,3,1,1,0,0,0,2,3,3,9,2,1,2,2,1,1,1,1,7,7,6,6,5,5,4,3,2,2,1,6,7,7,6,6,6,6,6,5,6,6,1,7,6,6,6,5,6,7,6,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,6,5,5,9,7,6,5,5,3,"p238",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,2.77777777777778,6.5,6.5,6,6,5.5,6.5,6,5.5,6.5,5.5,NA,NA,NA,NA,NA,6,5.5,7,6.5,5,1,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",6.5,5.5,6,5.5,6.5,2,NA,NA,NA,NA,NA,NA,6.5,6,6.5,5.5,6,6,6,7,5.5,5,6.5,3,-0.454513360298429,-0.189692104241503,0.497721494551266
28,0,"0","","0",1,"",3,6,2,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,6,7,2,1,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,0,0,0,0,1,3,1,2,1,4,3,3,2,1,1,1,6,5,5,4,3,1,1,1,1,1,1,7,8,8,8,7,9,7,7,8,7,4,1,6,7,5,6,5,8,7,7,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p504",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.22222222222222,7.5,8,8,7,7.5,6.5,5.5,6.5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",6.5,6.5,5.5,5,7,2,NA,NA,NA,NA,NA,NA,7.5,8,8,7.5,7,4,NA,NA,NA,NA,NA,NA,-0.454513360298429,-1.09652544920391,-0.518468585306724
22,1,"0","","0",1,"",3,5,2,6,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,1,NA,NA,NA,NA,1,NA,"",3,"",NA,1,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,7,2,1,2,2,3,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,0,0,0,0,7,7,7,9,8,9,4,2,4,2,1,1,7,7,7,7,7,7,7,7,7,6,1,6,7,8,7,6,8,7,6,9,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,7,7,6,6,6,5,5,5,1,1,6,5,5,7,6,8,6,7,8,5,1,"p444",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,6.33333333333333,6.5,7.5,7,6.5,8,NA,NA,NA,NA,NA,5,7,6,5.5,5,5.5,6,7,6.5,6.5,0,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","bi","hetero","biwoman","bifemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,5,6,7,5,5.5,1,6.5,7,7.5,8,6.5,1,5.5,7,6,6.5,6.5,1,-0.422768632342604,1.73756724243605,0.454619832445315
56,4,"1","","1",1,"",4,4,5,2,0,NA,"",NA,"",2,"",0,"",7,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,6,7,2,1,1,3,2,2,3,1,2,2,3,2,3,2,1,2,3,2,2,2,3,2,3,0,0,0,0,6,9,6,9,9,9,6,6,6,50,11.7,4,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,6,6,5,5,5,6,5,2,1,7,5,6,7,6,5,7,7,5,5,0,1,7,5,5,5,6,6,7,7,5,5,3,"p68",0,1,0,0,NA,0,0,0.25,0.0743243243243243,7.33333333333333,NA,NA,NA,NA,NA,5,6,5.5,5,5.5,6,6.5,5.5,7,5,6,5,6,7,5,0,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","pan","bi","panman","panmale","biman","bimale","multi",NA,NA,NA,NA,NA,NA,6,6,5,5,7,3,5,5.5,6,5.5,5,2,6,5.5,6.5,5,7,0,3.58731495260191,1.85318649111279,0.404902628683245
19,0,"1","","1",1,"",4,3,5,2,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,0,4,7,4,2,2,3,2,3,3,1,3,2,3,2,2,3,2,3,3,1,3,2,3,2,3,1,0,0,0,1,1,1,9,7,4,6,2,3,3,1,1,7,7,7,7,6,5,4,3,3,1,1,8,7,7,8,8,7,9,8,7,8,1,1,5,5,7,7,7,7,8,5,6,6,1,1,5,7,5,5,5,5,8,8,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1052",1,0,0,0,0,NA,0,0.25,0.0743243243243243,3.77777777777778,7.5,7.5,7.5,8.5,7.5,5,7,7,6.5,6,6,5,5,8,5,NA,NA,NA,NA,NA,1,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",7.5,7.5,7.5,7.5,8.5,1,NA,NA,NA,NA,NA,NA,5,7,7,6,6.5,1,6,5,5,5,8,1,-0.391023904386779,-0.166346426051147,0.856669026475094
45,2,"1","","1",1,"",6,2,6,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,4,3,1,1,1,1,1,2,3,2,2,3,3,2,2,1,1,2,3,1,1,1,3,1,1,0,0,0,0,4,7,6,7,7,7,7,7,7,25,7,2,7,7,7,7,7,7,7,7,7,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,7,7,0,1,7,5,3,1,5,5,5,4,3,5,1,1,5,1,2,1,5,5,5,5,5,5,1,5,5,5,5,"p626",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.55555555555556,NA,NA,NA,NA,NA,7,7,7,0.5,6,5,4.5,4,1,3,5,5,5,3,5,0,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,7,7,7,6,0.5,3,5,4,4.5,3,1,2,1.4627216352419,1.73756724243605,0.454619832445315
31,4,"0","","0",1,"",2,5,1,7,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,6,6,5,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,0,0,1,1,2,1,1,2,2,3,2,2,2,3,1,0,7,7,6,4,4,2,2,1,1,1,1,7,7,6,6,5,10,6,6,10,5,3,1,7,7,6,6,5,9,6,6,10,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p155",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.88888888888889,7,6,7.5,6,7.5,7,6,7,6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",7,7,6,7.5,6,3,NA,NA,NA,NA,NA,NA,7,7.5,6,7.5,6,3,NA,NA,NA,NA,NA,NA,-0.741113157148943,-1.09072053475441,0.260927590065908
29,2,"0","","0",1,"",3,4,2,7,0,NA,"",NA,"",3,"",3,"",1,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,6,7,3,1,2,3,1,2,3,2,2,2,3,1,2,3,2,2,3,2,2,2,3,2,2,0,0,0,0,1,2,1,9,2,2,1,1,1,2,2,2,6,6,6,5,4,1,1,1,1,1,1,7,7,7,7,8,10,7,8,5,5,2,1,7,7,7,7,7,10,7,7,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p51",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.22222222222222,7,7,9,7.5,5,7,7,8.5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","ace","female","aro","cis","acewoman","acefemale","arowoman","arofemale","ciswoman","bi","demi","biwoman","bifemale","demiwoman","demifemale","multi",7,8.5,7,5,7,2,NA,NA,NA,NA,NA,NA,7,9,7,5,7.5,2,NA,NA,NA,NA,NA,NA,0.0615326657259537,-1.1209032094565,0.00650347152714066
20,0,"0","","0",1,"",3,6,2,5,0,NA,"",NA,"",2,"",0,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,3,4,7,5,1,2,3,3,2,3,3,2,2,3,3,2,2,3,2,2,3,2,2,2,3,2,1,0,1,0,2,1,1,9,3,3,7,7,1,4,1,1,7,7,7,7,7,7,6,6,5,3,1,6,6,9,8,7,10,8,8,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,8,6,6,8,8,6,5,5,1,1,7,6,7,9,8,10,8,9,5,5,1,"p650",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.77777777777778,6,8.5,8.5,8,5,NA,NA,NA,NA,NA,6,7,7,7,5,6.5,8,9,8.5,5,2,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",NA,NA,NA,NA,NA,NA,6,7,7,5,7,1,6,8.5,8.5,5,8,1,6.5,9,8,5,8.5,1,-0.359279176430954,0.971938668647285,0.715811529923397
45,4,"0","","0",1,"",2,5,2,5,0,NA,"",NA,"",0,"",2,"",4,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,9,4,6,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,3,1,1,2,2,1,0,0,0,0,2,2,1,9,5,3,8,3,2,10,2,1,7,7,6,6,5,4,3,2,2,2,1,4,4,5,5,5,6,5,5,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,6,7,5,5,5,5,5,1,6,6,5,5,7,7,6,6,6,6,4,"p819",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.88888888888889,4,5,5.5,5,5,NA,NA,NA,NA,NA,4.5,5,6.5,5,5,6,5,7,6,6,0,"woman","het","female","bi","cis","hetwoman","hetfemale","biwoman","bifemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,4.5,6.5,5,5,5,5,4,5.5,5,5,5,4,6,7,5,6,6,4,-0.034598763389609,-0.456318703175794,0.499885327812049
40,4,"0","","0",1,"",1,4,1,4,0,NA,"",NA,"",2,"",2,"",9,"I choose not to identify",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I choose not to identify",7,"Choose not to identify",NA,NA,NA,NA,NA,NA,NA,1,"I choose not to identify",3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,6,6,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,5,5,3,4,1,2,1,1,1,1,6,6,6,6,4,1,1,1,1,1,1,6,7,8,8,6,8,5,5,8,7,4,1,6,7,8,8,6,7,5,5,8,7,4,1,7,7,8,8,7,8,5,5,8,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p576",1,0,0,0,0,NA,0,0.25,0.0743243243243243,2.77777777777778,6.5,8,7,5,7.5,6.5,8,6.5,5,7.5,7,8,7.5,5,6.5,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","notlisted","notlisted","notlistedwoman","notlistedfemale","notlistedwoman","notlistedfemale","multi",6.5,6.5,8,7.5,5,4,7,7.5,8,6.5,5,4,6.5,7,8,7.5,5,4,NA,NA,NA,NA,NA,NA,-0.454513360298429,-1.10770641713838,0.119941415199888
53,0,"1","","1",1,"",6,2,7,1,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,6,4,1,1,1,3,3,1,3,3,1,2,3,3,2,3,2,1,3,2,1,1,3,3,2,1,0,1,1,1,5,6,9,9,9,6,4,3,20,6,2,7,7,7,7,7,7,7,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,9,8,9,9,8,8,7,7,1,1,7,7,8,7,5,7,8,8,5,6,1,1,7,7,8,7,5,6,8,8,5,6,1,"p740",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5.77777777777778,NA,NA,NA,NA,NA,7,8.5,9,8,7,7,7.5,6,8,5.5,7,7.5,5.5,8,5.5,3,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",NA,NA,NA,NA,NA,NA,7,5.5,7.5,5.5,8,1,7,9,8.5,7,8,1,7,6,7.5,5.5,8,1,1.16978595015638,1.5204474465186,0.523858050265057
