"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","g","so","s","ro","tc","gso","sso","gro","sro","tcg","so_selflabel","ro_selflabel","gso_selflabel","sso_selflabel","gro_selflabel","sro_selflabel","multisexual","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
21,0,"1","","1",1,"",5,2,5,1,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,4,4,5,1,1,3,3,1,3,3,3,2,3,3,2,3,3,1,3,3,3,2,3,3,2,0,0,1,0,2,6,4,3,9,3,9,2,8,20,6,1,2,2,4,6,5,5,4,1,1,2,1,9,5,9,10,8,9,6,5,6,5,2,1,5,5,8,9,8,10,6,6,9,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,5,8,5,5,9,10,5,5,2,"q21",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,5.11111111111111,7,9.5,8.5,5.5,5.5,5,8.5,9,6,7,NA,NA,NA,NA,NA,10,6.5,5,9.5,5,1,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",7,8.5,9.5,5.5,5.5,2,10,5,6.5,5,9.5,2,5,9,8.5,7,6,1,NA,NA,NA,NA,NA,NA,0.819696697394217,0.132214995716842,-1.42920811888657
64,4,"1","","1",1,"",3,5,6,2,NA,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,3,3,2,1,1,3,2,1,3,2,2,2,3,2,2,3,2,2,3,2,1,2,3,2,2,0,0,1,1,4,2,3,8,7,9,5,2,5,5,2,1,1,1,1,1,3,5,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,6,6,4,7,6,7,5,5,7,1,8,8,6,7,5,7,7,7,5,5,5,1,7,7,6,6,5,6,5,8,5,5,6,"q223",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5,NA,NA,NA,NA,NA,8,6,5.5,6.5,5,8,6.5,6,7,5,7,6,5.5,6.5,5,2,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,7,5.5,6,5,6.5,6,8,5.5,6,5,6.5,7,8,6,6.5,5,7,5,-0.193322403168735,1.48994855617278,-3.39938238481479
69,4,"1","","1",1,"",6,3,6,5,NA,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",6,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,3,3,3,1,1,3,1,2,3,1,1,2,2,2,3,3,1,2,3,1,2,2,1,2,2,1,1,1,1,3,2,1,5,7,8,8,3,7,6,2,1,4,5,7,5,6,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,8,3,5,5,7,6,5,5,6,1,8,10,3,4,5,5,9,9,3,5,6,1,3,5,5,5,2,6,10,1,4,6,6,"q523",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.88888888888889,NA,NA,NA,NA,NA,5,5.5,5,6.5,5,9,3.5,5,9,4,4,5,4,5.5,5,4,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","pan","biman","bimale","panman","panmale","multi",NA,NA,NA,NA,NA,NA,4,4,5,5,5.5,6,5,5,5.5,5,6.5,6,9,5,3.5,4,9,6,-0.16157767521291,2.07824118527965,-0.735877760314916
34,2,"1","","1",1,"",5,3,6,1,NA,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,5,4,2,1,1,3,3,3,3,3,3,3,3,2,2,3,1,1,2,2,2,2,2,2,2,1,1,1,1,2,9,7,8,7,8,7,5,7,20,4,3,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,6,8,6,5,6,4,5,2,1,8,5,5,5,7,8,7,8,4,4,2,1,8,7,3,2,9,9,2,9,3,2,2,"q354",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.66666666666667,NA,NA,NA,NA,NA,4.5,5,7,5.5,4.5,6.5,5,7.5,7.5,4,7.5,2.5,9,5.5,2.5,4,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,7.5,9,2.5,2.5,5.5,2,4.5,7,5,4.5,5.5,2,6.5,7.5,5,4,7.5,2,1.25145111230576,1.85318649111279,0.404902628683245
24,0,"0","","0",1,"",3,6,1,6,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,2,1,1,2,2,1,2,2,3,3,2,2,3,3,2,1,2,2,2,1,3,3,1,1,1,1,1,2,8,8,8,8,2,1,1,1,1,1,1,6,6,2,1,1,1,1,2,1,1,1,8,4,9,4,4,4,5,3,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,5,7,6,7,7,4,4,6,2,1,2,7,7,3,10,5,10,6,5,2,6,"q777",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,4.33333333333333,6,6.5,4,4,5.5,NA,NA,NA,NA,NA,4,6,6.5,5.5,5,4.5,5,7.5,8,3.5,4,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",NA,NA,NA,NA,NA,NA,4,6.5,6,5,5.5,2,6,4,6.5,5.5,4,2,4.5,7.5,5,3.5,8,6,-0.454513360298429,-1.08173649285174,-1.34556942444722
37,4,"0","","0",1,"",3,5,3,4,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,9,7,6,2,1,2,2,2,1,3,3,3,3,3,3,1,3,3,1,3,3,3,2,3,3,1,0,0,0,0,2,1,5,9,1,4,4,4,1,1,1,1,7,7,7,7,5,4,2,1,1,1,1,7,7,7,5,7,8,5,7,9,6,4,1,7,7,7,5,6,8,6,6,9,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q758",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,3.44444444444444,7,6,7.5,6,7.5,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",7,7,6,7,6,3,NA,NA,NA,NA,NA,NA,7,7.5,6,7.5,6,4,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.897800944004594,0.899702070203325
56,4,"0","","0",1,"",3,4,2,5,NA,NA,"",NA,"",1,"",2,"",5,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,2,2,1,3,1,2,3,1,2,2,3,2,2,3,1,2,3,1,1,2,3,1,2,0,0,0,0,1,2,1,5,1,3,2,2,2,0,0,1,5,5,4,4,2,2,1,1,1,1,1,7,6,8,8,7,10,9,6,10,10,7,1,7,6,7,7,7,9,7,7,8,7,7,1,6,5,6,8,6,8,7,6,7,8,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q656",1,0,0,0,0,NA,0,0.25,0.0743243243243243,2.11111111111111,6.5,8,8.5,7.5,10,6.5,7,8,7,7.5,5.5,7,7,6.5,7.5,NA,NA,NA,NA,NA,0,"woman","gay","female","bi","cis","lesbian","gayfemale","biwoman","bifemale","ciswoman","lesbian","homo","lesbianwoman","lesbianfemale","homowoman","homofemale","multi",6.5,8,7,7.5,7,7,5.5,7,7,7.5,6.5,7,6.5,8.5,8,10,7.5,7,NA,NA,NA,NA,NA,NA,-0.620470133560648,-0.978570602208416,-0.884571067898447
20,1,"1","","1",1,"",6,4,5,3,NA,NA,"",NA,"",1,"",1,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,5,2,1,1,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2,3,2,2,0,1,1,0,5,5,4,7,7,3,5,5,7,6,2,2,2,4,7,6,6,6,6,6,5,4,1,5,3,2,10,7,9,8,2,9,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,4,4,3,2,2,1,3,1,4,2,2,9,2,3,1,2,4,2,1,"q363",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.33333333333333,4,6,8,5,8.5,NA,NA,NA,NA,NA,3,3,4,2.5,1.5,3,5.5,2.5,1.5,3,2,"man","gay","male","gay","cis","gayman","gaymale","gayman","gaymale","cisman","gay","bi","gayman","gaymale","biman","bimale","multi",4,8,6,8.5,5,2,3,2.5,5.5,3,1.5,1,NA,NA,NA,NA,NA,NA,3,4,3,1.5,2.5,3,0.188511577549254,1.43748212980525,-0.895986079138851
65,0,"1","","1",1,"",5,4,6,2,NA,NA,"",NA,"",1,"",1,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,7,4,2,1,1,1,3,1,1,3,2,3,1,3,2,1,3,1,1,3,1,3,2,3,2,0,0,0,0,9,9,9,9,9,9,8,8,7,50,11.7,4,7,7,7,7,7,7,7,7,7,4,1,5,5,5,5,5,5,5,5,5,5,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,7,1,5,5,5,5,5,5,5,5,5,5,8,"q418",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,8.55555555555556,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,0,"man","gay","male","gay","cis","gayman","gaymale","gayman","gaymale","cisman","gay","homo","gayman","gaymale","homoman","homomale","multi",5,5,5,5,5,8,5,5,5,5,5,8,NA,NA,NA,NA,NA,NA,5,5,5,5,5,7,3.58731495260191,1.50632874508259,0.554054239969456
31,4,"1","","1",1,"",5,4,5,2,NA,NA,"",NA,"",1,"",1,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,6,3,7,2,1,1,3,1,3,3,1,2,2,1,3,2,3,1,3,3,2,2,3,1,3,2,0,0,0,1,2,3,3,5,3,1,1,1,1,1,1,1,4,4,2,2,5,4,5,4,5,3,1,2,6,8,2,4,1,2,3,4,8,2,1,4,3,5,5,3,4,5,2,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,10,4,3,3,8,3,5,3,2,"q424",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,2.22222222222222,4,5,2.5,2.5,6,3.5,5,3.5,3.5,4,NA,NA,NA,NA,NA,3,7,3,5.5,4,1,"man","gay","male","gay","cis","gayman","gaymale","gayman","gaymale","cisman","bi","homo","biman","bimale","homoman","homomale","multi",4,2.5,5,6,2.5,2,3,3,7,4,5.5,2,3.5,3.5,5,4,3.5,2,NA,NA,NA,NA,NA,NA,-0.454513360298429,0.807291940372114,-1.86268137350479
37,4,"1","","0",2,"",6,3,6,5,1,NA,"",NA,"",1,"",1,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,7,4,3,1,1,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,1,9,3,7,3,9,1,4,4,9,50,11.7,4,7,7,6,5,5,5,5,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,9,10,10,10,10,10,9,10,4,1,10,9,5,10,10,10,10,10,5,8,4,"q353",0,1,NA,0,NA,0,0,0.333333333333333,0.0990990990990991,5.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.5,10,10,9.5,9.5,7.5,10,10,6.5,4,"man","gay","female","gay","trans","gayman","gayfemale","gayman","gayfemale","transman","gay","homo","gayman","gayfemale","homoman","homofemale","multi",NA,NA,NA,NA,NA,NA,10,10,9.5,9.5,10,4,NA,NA,NA,NA,NA,NA,9.5,10,7.5,6.5,10,4,3.58731495260191,0.664240224469877,0.103570839342765
26,2,"1","","1",1,"",5,5,5,3,NA,NA,"",NA,"",1,"",1,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,180,1,6,5,1,2,1,1,3,3,2,1,1,3,1,2,1,1,1,3,1,2,2,1,3,2,0,0,1,0,2,3,2,8,9,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,10,0,1,1,10,7,10,7,3,8,1,10,10,10,2,"q229",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.55555555555556,9,9,9,9,9,NA,NA,NA,NA,NA,0,0,0,0,5,8.5,8.5,5.5,5.5,10,1,"man","gay","male","gay","cis","gayman","gaymale","gayman","gaymale","cisman","gay","bi","gayman","gaymale","biman","bimale","multi",9,9,9,9,9,2,8.5,5.5,8.5,10,5.5,2,NA,NA,NA,NA,NA,NA,0,0,0,5,0,1,-0.454513360298429,-0.573615065985899,-3.17808766652954
21,2,"1","","1",1,"",3,5,5,1,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,7,3,7,2,1,1,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,1,9,2,9,2,9,1,1,1,0,0,0,7,7,7,7,4,1,1,1,1,1,1,10,5,5,5,5,10,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,1,"q699",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,3.88888888888889,7.5,5,7.5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,2,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",7.5,7.5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,-0.970559386322812,-1.24215894212522,0.73684470611112
50,4,"1","","1",1,"",6,NA,7,NA,NA,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,1,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,9,5,4,5,1,1,3,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,2,0,0,0,0,2,2,1,6,1,NA,4,1,3,8,6,3,7,6,4,4,3,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,7,7,8,10,5,5,0,0,4,1,8,5,7,1,5,7,10,9,0,0,2,1,5,6,7,5,7,8,7,8,6,6,6,"q513",0,1,0,0,NA,0,0.0384615384615385,0.25,0.101351351351351,2.5,NA,NA,NA,NA,NA,6.5,7,9,5,0,6.5,4,6,9.5,0,5.5,6,7.5,7.5,6,0,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,5.5,7.5,6,6,7.5,6,6.5,9,7,0,5,4,6.5,6,4,0,9.5,2,1.13893846744864,-1.11327503271652,-0.310482324309008
47,2,"0","","1",3,"",NA,7,NA,7,NA,NA,"",NA,"",0,"",0,"",5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,11,4,7,2,1,1,3,1,1,3,1,2,1,3,1,1,3,1,1,2,1,2,1,2,1,2,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,4,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,8,5,5,5,5,5,5,5,5,1,10,10,10,10,10,10,10,10,10,10,1,1,10,10,10,10,10,10,10,10,10,10,0,"p832",0,1,0,0,NA,0,0,0.25,0.0743243243243243,1.22222222222222,NA,NA,NA,NA,NA,5,6.5,5,5,5,10,10,10,10,10,10,10,10,10,10,0,"woman","het","male","het","trans","hetwoman","hetmale","hetwoman","hetmale","transwoman","lesbian","homo","lesbianwoman","lesbianmale","homowoman","homomale","multi",NA,NA,NA,NA,NA,NA,10,10,10,10,10,0,5,5,6.5,5,5,5,10,10,10,10,10,1,-0.454513360298429,-0.942778372286782,0.974646733889206
34,1,"0","","1",3,"",1,6,1,7,NA,NA,"",NA,"",2,"",2,"",7,"",NA,1,NA,NA,NA,1,NA,1,NA,NA,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,7,3,4,5,1,1,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,0,0,0,0,2,9,9,9,7,9,7,3,2,50,11.7,2,7,7,7,7,7,7,6,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,8,7,7,7,5,6,5,5,2,1,6,6,6,5,6,5,6,7,6,5,2,1,6,5,6,5,6,7,8,8,5,5,3,"p1266",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.33333333333333,NA,NA,NA,NA,NA,5,7.5,7,5.5,5,6,5.5,5.5,6.5,5.5,5.5,5.5,6.5,8,5,0,"woman","bi","male","bi","trans","biwoman","bimale","biwoman","bimale","transwoman","pan","pan","panwoman","panmale","panwoman","panmale","multi",NA,NA,NA,NA,NA,NA,5.5,6.5,5.5,5,8,3,5,7,7.5,5,5.5,2,6,5.5,5.5,5.5,6.5,2,2.88713644707759,0.98105463370492,0.696304463570398
23,2,"2","","0",4,"trans-masculine (so like trans man + nonbinary)",5,2,5,1,NA,NA,"",NA,"",3,"",2,"",0,"",NA,NA,NA,1,NA,NA,NA,NA,1,NA,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,6,7,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,2,2,0,0,0,0,1,1,1,8,1,1,1,1,1,0,0,0,5,4,4,3,1,1,1,1,1,1,1,6,6,6,6,6,7,5,5,6,5,1,1,5,6,6,6,6,6,5,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p729",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.77777777777778,6,6,6.5,5,5.5,5.5,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"nonbinary","ace","female","bi","trans","acenonbinary","acefemale","binonbinary","bifemale","transnonbinary","ace","pan","acenonbinary","acefemale","pannonbinary","panfemale","multi",5.5,6,6,5,5,1,NA,NA,NA,NA,NA,NA,6,6.5,6,5.5,5,1,NA,NA,NA,NA,NA,NA,-0.970559386322812,-1.05418710673823,-1.2777136276668
20,0,"0","","1",3,"",3,2,5,1,NA,NA,"",NA,"",3,"",2,"",0,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,8,3,7,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,5,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6,5,6,5,6,8,8,7,6,6,1,1,7,6,6,6,6,7,7,6,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p719",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.44444444444444,5.5,5.5,7,7.5,6,6.5,6,6.5,6.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","ace","male","bi","trans","acewoman","acemale","biwoman","bimale","transwoman","ace","bi","acewoman","acemale","biwoman","bimale","multi",5.5,7,5.5,6,7.5,1,NA,NA,NA,NA,NA,NA,6.5,6.5,6,6,6.5,1,NA,NA,NA,NA,NA,NA,-0.970559386322812,-0.573615065985899,-3.17808766652954
19,2,"1","","0",2,"",5,3,4,3,NA,NA,"",NA,"",1,"",1,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"MLM",4,"",NA,NA,NA,NA,1,NA,NA,1,"MLM",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,3,7,2,1,2,1,3,2,1,3,2,3,2,2,2,1,3,2,1,3,2,3,2,1,2,0,0,0,0,1,1,1,7,6,6,2,5,1,4,2,1,7,7,7,7,6,5,4,2,2,1,1,6,6,6,8,7,8,6,6,7,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,6,8,5,7,5,5,0,1,7,5,5,5,6,8,7,7,5,5,0,"p636",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.33333333333333,6,7,7.5,6,6.5,NA,NA,NA,NA,NA,5.5,5,7,6,5,6,5,7,7,5,0,"man","gay","female","gay","trans","gayman","gayfemale","gayman","gayfemale","transman","gay","homo","gayman","gayfemale","homoman","homofemale","multi",NA,NA,NA,NA,NA,NA,5.5,7,5,5,6,0,6,7.5,7,6.5,6,0,6,7,5,5,7,0,-0.22506713112456,-0.383466221968601,0.925907244294836
