"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
25,0,"0","","0",1,"",5,3,5,4,NA,NA,"",NA,"",2,"",2,"",8,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",6,"",NA,NA,NA,NA,NA,1,NA,NA,"",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,3,4,2,1,1,2,1,1,3,2,1,3,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,1,1,1,2,5,5,5,3,7,7,7,1,1,1,3,3,7,7,7,6,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,8,10,10,10,10,8,8,8,1,1,10,10,10,8,3,10,2,5,10,6,1,1,10,9,10,10,9,10,5,6,7,10,1,"q238",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.66666666666667,NA,NA,NA,NA,NA,10,9,10,9,8,10,9,6.5,3.5,8,9.5,10,9.5,5.5,8.5,4,10,10,9,8,9,1,10,6.5,9,8,3.5,1,NA,NA,NA,NA,NA,NA,9.5,9.5,10,8.5,5.5,1,-0.455820735760407,0.283864942447555,-0.320651699572796
21,0,"0","","0",1,"",1,7,2,6,NA,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,7,2,1,2,3,3,2,3,3,3,3,3,3,1,1,3,1,1,3,1,2,1,3,1,0,0,0,0,3,4,7,9,9,9,8,8,2,15,5,0,7,7,7,7,7,7,7,5,5,5,1,7,6,10,10,8,10,7,8,10,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,4,5,6,5,4,4,1,1,8,7,10,7,5,10,8,6,10,5,1,"q748",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,6.55555555555556,6.5,10,9,7.5,8.5,NA,NA,NA,NA,NA,4.5,5,4.5,5.5,4,7.5,8.5,7.5,7,7.5,0,NA,NA,NA,NA,NA,NA,4.5,4.5,5,4,5.5,1,6.5,9,10,8.5,7.5,1,7.5,7.5,8.5,7.5,7,1,0.179903131571952,1.18451710737268,0.64681795280661
66,4,"0","","0",1,"",3,5,2,5,NA,NA,"",NA,"",1,"",2,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,0,6,4,1,1,2,2,3,2,2,2,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,1,1,1,4,4,4,2,2,2,0,0,0,4,4,4,4,3,2,1,1,1,1,1,8,5,8,7,7,9,7,5,6,5,8,1,8,7,8,8,7,9,7,8,7,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q756",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.33333333333333,6.5,7.5,8,6,5.5,7.5,8,8,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.5,8,8,7,7.5,8,NA,NA,NA,NA,NA,NA,6.5,8,7.5,5.5,6,8,NA,NA,NA,NA,NA,NA,-0.973075166180957,-0.81763034330274,-1.15374671730859
50,0,"0","","0",1,"",2,6,2,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,5,4,1,1,2,2,3,2,1,3,2,2,2,3,2,2,3,2,2,3,2,2,1,3,2,0,0,1,0,1,5,8,7,6,5,4,5,3,2,1,0,7,7,7,7,7,6,5,1,1,1,1,7,6,9,8,7,7,7,6,9,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,7,8,8,7,7,6,9,8,6,1,5,5,9,9,8,9,6,6,9,9,6,"q650",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,4.88888888888889,6.5,8.5,7,6.5,8.5,NA,NA,NA,NA,NA,6.5,7.5,7.5,6.5,8.5,5,9,8.5,6,9,1,NA,NA,NA,NA,NA,NA,6.5,7.5,7.5,8.5,6.5,6,6.5,7,8.5,8.5,6.5,6,5,8.5,9,9,6,6,-0.774267908872935,-0.397165132629389,1.09713551676235
42,2,"0","","0",1,"",4,6,3,7,NA,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,4,5,1,1,2,3,2,1,1,1,2,2,3,1,3,3,1,1,1,1,1,3,3,2,0,0,0,0,3,4,2,7,6,3,2,2,1,2,1,1,7,7,7,7,7,7,7,7,7,7,1,5,5,5,5,5,5,5,5,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,3,"q191",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.33333333333333,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,0,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,3,-0.424032333517847,1.84979326716872,0.409050365328342
43,4,"0","","0",1,"",3,5,2,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,8,6,6,2,1,2,2,3,1,1,3,1,2,2,3,3,2,3,1,2,3,1,2,2,3,1,0,0,0,0,2,1,1,6,4,2,5,4,3,5,2,1,7,7,7,6,6,6,5,4,4,2,1,5,5,8,8,7,7,8,5,8,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,7,5,5,6,9,8,5,5,2,1,5,5,8,7,7,7,7,7,5,5,3,"q275",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.11111111111111,5,8,7,6.5,7,NA,NA,NA,NA,NA,5,6,5.5,8.5,5,5,7.5,7,7,5,0,NA,NA,NA,NA,NA,NA,5,5.5,6,5,8.5,2,5,7,8,7,6.5,4,5,7,7.5,5,7,3,-0.193436673967265,0.311189971189261,0.654584772777079
30,4,"1","","1",1,"",3,7,5,3,NA,NA,"",NA,"",1,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,1,NA,1,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,7,1,1,2,1,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,1,0,0,0,3,4,4,8,7,5,4,7,2,3,2,4,7,6,6,6,7,7,6,6,5,7,1,2,9,2,2,3,8,3,2,6,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,8,3,0,8,8,1,1,1,7,0,0,1,0,0,3,4,1,1,0,"q744",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,4.88888888888889,5.5,2,5.5,2.5,3.5,NA,NA,NA,NA,NA,2,3,5.5,4,4.5,3.5,0.5,0,3.5,1,1,5.5,5.5,2,3.5,2.5,0,3.5,0,0.5,1,3.5,0,NA,NA,NA,NA,NA,NA,2,5.5,3,4.5,4,1,0.79369324761288,1.5009364939746,0.0670141772901292
84,4,"0","","0",1,"",1,6,1,7,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,2,6,6,2,1,2,1,2,1,1,2,1,1,1,2,1,2,3,2,2,3,2,1,2,3,2,0,0,0,0,2,1,5,9,3,7,4,2,2,1,1,1,5,5,5,4,3,2,1,1,1,1,1,7,7,7,5,5,7,6,7,7,5,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,8,8,8,8,5,7,6,5,8,1,8,7,7,6,7,8,6,7,7,6,9,"q350",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.88888888888889,7,6,6,6.5,6,NA,NA,NA,NA,NA,7,8,8,6,5.5,7.5,6.5,7.5,6.5,6.5,0,NA,NA,NA,NA,NA,NA,7,8,8,5.5,6,8,7,6,6,6,6.5,9,7.5,7.5,6.5,6.5,6.5,9,-0.455820735760407,-0.965450830496442,-0.650653283970533
77,4,"0","","0",1,"",2,5,1,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,6,6,2,1,1,1,2,3,1,2,3,1,1,2,3,1,2,3,1,2,3,1,1,2,3,1,1,1,1,1,1,8,8,9,9,9,3,3,2,1,1,1,7,7,7,7,7,7,7,7,7,6,1,7,7,10,10,9,10,8,7,7,5,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,7,6,9,8,7,5,6,4,1,7,6,7,9,10,7,7,7,5,5,5,"q773",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.77777777777778,7,10,9.5,7.5,6,NA,NA,NA,NA,NA,7,7.5,7.5,7.5,5.5,6.5,8,8.5,7,5,4,NA,NA,NA,NA,NA,NA,7,7.5,7.5,5.5,7.5,4,7,9.5,10,6,7.5,9,6.5,8.5,8,5,7,5,-0.455820735760407,1.7345856252657,0.45868160090131
67,4,"0","","0",1,"",1,7,1,7,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,8,2,2,1,2,1,3,1,1,3,1,1,1,3,1,1,3,1,1,3,1,1,1,3,1,1,1,0,0,1,2,3,8,1,2,2,1,2,1,1,1,7,7,7,4,3,2,1,1,1,1,1,9,10,9,8,10,10,8,8,10,9,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,10,9,10,10,10,9,9,8,10,8,1,9,10,9,10,10,10,10,10,9,5,8,"q578",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.44444444444444,9.5,8.5,10,8,9.5,NA,NA,NA,NA,NA,9.5,9.5,10,9,9,9.5,9.5,10,10,7,2,NA,NA,NA,NA,NA,NA,9.5,10,9.5,9,9,8,9.5,10,8.5,9.5,8,8,9.5,10,9.5,7,10,8,-0.455820735760407,-1.26109180488384,0.355533582705584
22,4,"0","","0",1,"",1,6,1,7,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,1,5,1,1,3,2,2,1,2,2,2,2,1,1,1,1,NA,2,2,2,2,3,3,3,1,0,1,1,2,1,2,3,1,5,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,2,2,1,3,1,3,3,1,1,2,3,0,3,2,0,1,1,1,2,0,1,2,1,2,2,2,2,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q613",1,0,0,0,0,NA,0,0.25,0.0743243243243243,3.44444444444444,1.5,2,1.5,2,3,2.5,1.5,1,1,1.5,1.5,2,2,3,2.5,NA,NA,NA,NA,NA,3,2.5,1,1.5,1.5,1,0,1.5,2,2,2.5,3,1,1.5,1.5,2,3,2,1,NA,NA,NA,NA,NA,NA,-0.455820735760407,-0.574603714432033,-3.17920931463329
67,4,"0","","0",1,"",2,6,2,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,6,2,1,2,1,2,2,1,3,2,2,1,3,2,1,3,2,1,3,2,1,1,3,2,0,0,0,0,2,1,2,3,2,3,2,2,2,1,1,1,6,6,6,5,4,4,2,1,1,1,1,7,8,9,9,8,8,6,7,7,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,8,7,6,7,5,5,7,7,7,1,6,7,9,9,8,8,6,6,7,7,8,"q287",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.11111111111111,7.5,9,8,6.5,7,NA,NA,NA,NA,NA,5,7.5,6.5,5,7,6.5,9,8,6,7,0,NA,NA,NA,NA,NA,NA,5,6.5,7.5,7,5,7,7.5,8,9,7,6.5,8,6.5,8,9,7,6,8,-0.455820735760407,-0.824943229551421,0.0983997917231658
70,4,"0","","0",1,"",1,6,2,5,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,6,7,2,1,2,1,3,2,1,3,1,2,1,3,1,1,3,2,1,3,2,2,1,3,1,0,0,0,0,2,6,8,9,8,8,4,3,3,2,2,1,7,7,7,7,7,7,6,5,5,3,1,6,5,8,7,8,8,6,5,9,8,8,1,8,5,8,9,8,9,5,5,8,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,8,6,7,8,6,7,5,5,8,"q380",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,5.66666666666667,5.5,7.5,8,5.5,8.5,6.5,8.5,8.5,5,7.5,NA,NA,NA,NA,NA,4.5,7,7.5,6.5,5,0,6.5,8.5,8.5,7.5,5,7,NA,NA,NA,NA,NA,NA,5.5,8,7.5,8.5,5.5,8,4.5,7.5,7,5,6.5,8,-0.288801880694946,0.863076621983088,0.749534619432626
28,4,"0","","0",1,"",2,5,1,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,4,5,1,2,2,3,1,2,3,1,1,2,3,1,1,3,1,1,3,1,1,2,3,1,1,0,1,1,3,2,4,6,5,5,2,2,1,3,1,1,2,5,6,3,4,5,6,7,7,7,1,10,7,10,10,10,10,10,8,10,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,8,8,6,8,10,9,10,6,2,1,5,8,10,9,10,8,10,7,9,9,2,"q249",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.33333333333333,8.5,10,10,9,10,NA,NA,NA,NA,NA,8.5,8,7,9.5,8,6.5,9.5,9,8.5,9,3,NA,NA,NA,NA,NA,NA,8.5,7,8,8,9.5,2,8.5,10,10,10,9,3,6.5,9,9.5,9,8.5,2,-0.392243931275286,1.88819118624208,-1.65249618479323
70,4,"0","","0",1,"",4,7,2,6,NA,NA,"",NA,"",0,"",0,"",4,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,1,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,8,7,7,2,1,2,1,2,1,1,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,1,1,0,1,1,1,5,5,4,2,5,3,3,4,2,1,0,7,7,7,5,4,4,4,3,2,1,1,9,9,10,9,9,10,9,9,10,9,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,10,9,9,10,10,9,9,10,6,1,10,9,10,9,9,10,9,8,9,9,7,"q651",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.55555555555556,9,9.5,9.5,9,9.5,NA,NA,NA,NA,NA,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.5,9,3,NA,NA,NA,NA,NA,NA,9.5,9.5,9.5,9.5,9.5,6,9,9.5,9.5,9.5,9,8,9.5,9.5,9.5,9,8.5,7,-0.774267908872935,-0.466549834679039,0.495132799148354
34,4,"0","",NA,1,"",2,7,4,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,7,2,1,1,2,2,1,3,3,2,2,1,2,2,3,1,2,2,2,3,2,1,2,2,1,1,0,1,2,4,4,8,8,2,3,7,4,2,2,2,4,7,6,5,5,4,3,5,6,7,1,9,9,10,7,7,6,4,10,10,7,3,1,6,8,7,9,4,10,9,9,8,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,10,4,10,6,6,7,9,3,"q328",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,4.66666666666667,9,8.5,6.5,7,8.5,7,8,7,9,7.5,NA,NA,NA,NA,NA,4,7.5,7,6,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0614336946601428,1.06030205211322,-0.597218972544447
67,0,"0","","0",1,"",2,7,1,7,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,7,4,1,1,2,1,3,2,1,3,2,2,1,3,1,1,3,2,1,3,2,2,1,3,1,0,0,1,0,2,5,5,2,3,4,2,2,6,10,3,1,7,7,7,7,7,4,2,1,1,1,1,10,8,9,10,9,10,8,10,9,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,5,10,8,10,6,0,9,6,7,1,10,10,8,9,8,10,8,9,7,7,7,"q167",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.44444444444444,9,9.5,9.5,9,8,NA,NA,NA,NA,NA,10,7.5,9,3,7.5,10,8.5,9,8.5,7,1,NA,NA,NA,NA,NA,NA,10,9,7.5,7.5,3,7,9,9.5,9.5,8,9,7,10,9,8.5,7,8.5,7,0.100735790068437,-0.808399771865837,1.04324609928067
32,3,"0","","0",1,"",5,6,5,6,NA,NA,"",NA,"",2,"",0,"",1,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,7,3,2,1,1,1,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,0,0,1,0,7,6,8,9,9,1,4,5,1,7,6,4,1,2,2,3,4,4,4,4,5,6,1,10,10,10,10,10,10,10,10,10,10,2,1,7,9,7,7,6,6,9,8,9,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q397",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,5.55555555555556,10,10,10,10,10,8,7,6,8.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,7,8,8.5,2,NA,NA,NA,NA,NA,NA,10,10,10,10,10,2,NA,NA,NA,NA,NA,NA,1.46176866787472,1.32573743271355,-2.80634455917204
48,0,"0","","0",1,"",7,1,7,1,NA,NA,"",NA,"",1,"",1,"",5,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,7,2,1,1,3,1,1,3,1,1,2,3,1,1,3,1,1,3,1,1,2,3,1,1,0,0,0,0,2,2,2,5,1,1,2,2,2,1,1,1,2,7,7,6,6,6,4,3,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,10,10,5,10,8,9,9,7,5,1,9,9,9,9,5,9,9,9,9,9,5,1,5,3,5,5,5,3,2,3,3,3,8,"q763",0,1,0,0,NA,0,0,0.25,0.0743243243243243,2.11111111111111,NA,NA,NA,NA,NA,8,10,7.5,8.5,8,9,9,7,9,9,4,5,4,2.5,3,0,8,7.5,10,8,8.5,5,9,7,9,9,9,5,NA,NA,NA,NA,NA,NA,4,4,5,3,2.5,8,-0.455820735760407,0.781337716358515,-0.275805450654858
41,0,"1","","1",1,"",5,3,5,2,NA,NA,"",NA,"",2,"",2,"",9,"Polysexual",NA,1,NA,NA,NA,NA,NA,1,1,1,"Polysexual",6,"",NA,1,NA,NA,NA,NA,1,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,4,4,7,2,2,1,3,2,3,3,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,2,0,0,0,0,1,3,4,9,3,6,9,9,2,2,1,0,7,7,7,7,7,7,4,4,4,1,1,7,7,6,3,7,7,7,7,7,7,2,1,6,5,9,7,5,8,6,7,8,7,3,1,7,5,8,7,7,6,7,7,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q210",1,0,0,0,0,NA,0,0.25,0.0743243243243243,5.11111111111111,7,4.5,7,7,7,5.5,8,6.5,6.5,7.5,6,7.5,6.5,7,5,NA,NA,NA,NA,NA,0,7,7,4.5,7,7,2,NA,NA,NA,NA,NA,NA,5.5,6.5,8,7.5,6.5,3,6,6.5,7.5,5,7,3,-0.774267908872935,0.233180497014962,0.924958039704889
18,0,"1","","1",1,"",5,7,4,4,NA,NA,"",NA,"",2,"",2,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",7,"",NA,NA,NA,NA,NA,NA,NA,1,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,5,5,1,1,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,0,0,0,0,7,6,6,5,6,3,9,4,9,2,1,0,2,5,4,6,6,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,6,7,6,5,7,5,1,1,5,5,6,7,6,5,5,5,5,7,1,"q553",0,1,NA,0,NA,0,0,0.333333333333333,0.0990990990990991,6.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6.5,5.5,6,5,6.5,5.5,5,6,0,NA,NA,NA,NA,NA,NA,5,5.5,6.5,6,5,1,NA,NA,NA,NA,NA,NA,5,6.5,5.5,6,5.5,1,-0.774267908872935,-0.535169679723988,-0.932915974127011
